,credit,defaultTitle,defaultabstract
225,"['IFREMER', 'CHARM consortium']",Species and habitats - Limanda limanda (Common Dab) - Immature - Potential habitat in October modelled by Quantile Regression and its uncertainty with CGFS data,"""<span><p>Modelised abundance of species or prediction uncertainty.</p></span>"""
226,GIP RNMR (CAREX 2005),Planche IV : Sensibilité écologique des plateformes récifales de La Réunion (Atlas CAREX 2005),"""<span><p>Planche illustrant les niveaux de sensibilités écologiques des plateformes récifales de Saint-Paul à Grand Anse déterminées à partir des caractéristiques intrinsèques du milieu (biodiversité, abondance des peuplements, rôle écologique, intérêt esthétique et paysager du milieu, résistance et résilience). Les données ont été recueillies dans le cadre des travaux réalisés par le groupement CAREX Environnement / ARVAM en 2005 pour le compte de l'association \""Parc Marin de La Réunion\"". \n(Carex Environnement, Arvam, 2005. Conservation et réhabilitation des récifs coralliens de La Réunion - Phase 2 - Saint-Gilles, Saint-Leu, Saint-Pierre. 60p. + Annexes)</p></span>"""
227,Null,Sangliers (indice de présence),"""<span><p>Ces données sont issues de la base de données du Réseau Ongulés Sauvages de l'Office National de la Chasse et de la Faune Sauvage. Il s'agit du nombre de prise de sangliers à la chasse durant l'année 2007 par surface de la commune. La couverture spatiale des données fournies est à 15 km du littoral, sauf pour les départements de Charente-Maritime, de Corse du Sud et des Pyrénées-Atlantique.</p></span>"""
228,Rebent,"Carte de la végétation autour de l'Archipel des Glénan au 1/10000 (Source Arzel P., 1985)","""<span><p>Cette carte des populations végétales marines des Glénan constitue la synthèse des études initiées par René Perez, de l'ISTPM, en 1980, afin de localiser de nouveaux champs d'algues face aux besoins croissants de l'industrie. Elle a été finalisées par Pierre Arzel, de l'Ifremer, en mars et avril 1985.</p></span>"""
229,DCE 2000/60/CE,DCE – Bassin Loire-Bretagne - Etat écologique - Etat physico-chimique - Polluants spécifiques,"""<span><p>La prise en compte des polluants spécifiques (qui rentrent dans la qualité écologique des masses d'eau) est actuellement en cours. L'information sur l'état de la qualité de la masse d'eau pour les polluants spécifiques sera renseignée ultérieurement.</p></span>"""
230,CRPMEM Bretagne ; Terra Maris,GOEMON,"""<span><p>Zones réglementées pour la pêche du goémon dans les eaux territoriales bretonnes</p></span>"""
231,"GIML REUNION (Cirad, Ifremer, Université Réunion, Usage & Territoire)",Grandes unités d'habitats écologiques (avant colonisation et en 2007) sur le territoire couvert par le projet GIML à La Réunion,"""<span><p><a href=\""A\"">renseigner par Erwann</a>\nProposition : Les deux couches \""avant colonisation\"" et \""2007\"" peuvent être associées à la même métadonnée (l'utilisateur selectionnera l'une ou de l'autre selon son choix pour visualisation et/ou téléchargement (si ce dernier est activé).</p></span>"""
232,"['IFREMER', 'CHARM consortium']","Species and habitats - Scyliorhinus canicula - All ages - IBTS Multi-annual abundance in summer (1991-2000, 2001-2010)","""<span><p>Due to data paucity, the interpolated maps were computed using all the data available over two periods : 1991-2000 and 2001-2010. Biologic data have been expressed in abundance (numbers or density values (nbr/km²)) and always required to be log-transformed using a log10(x+1) transformation.</p></span>"""
233,"['IFREMER', 'CHARM consortium']","Species and habitats - Echiichthys vipera - All ages - IBTS Multi-annual abundance in summer (1991-2000, 2001-2010)","""<span><p>Due to data paucity, the interpolated maps were computed using all the data available over two periods : 1991-2000 and 2001-2010. Biologic data have been expressed in abundance (numbers or density values (nbr/km²)) and always required to be log-transformed using a log10(x+1) transformation.</p></span>"""
234,Null,Adriatic Sea - joint SI bathymetry database,"""<span><p>Joint composite of SI Survey Bathymetry dataset (composite of 3 surveying years within 2007-2009).</p></span>"""
235,DPMA ; Ifremer SIH,Données déclaratives de captures et d'effort de pêche (Marées),"""<span><p>Les données de \""Marées\"" du flux déclaratif correspondent aux données de captures et d'effort de pêche déclarées par les professionnels dans les journaux de bord (log-books) pour les navires dont la longueur hors-tout est supérieure ou égale à 10 mètres, et les fiches de pêche pour les navires dont la longueur hors-tout est inférieure à 10 mètres. Une marée est définie par : 1) Une entité marée décrivant la période pendant laquelle un navire a été en mer ; 2) De 1 à n séquence(s) de pêche par marée permettant d’enregistrer par jour l’activité déclarée du navire. Une séquence de pêche est identifiée par une date de début et de fin, un engin de pêche caractérisé par sa dimension et son maillage, et un secteur de pêche. A chaque changement d’une de ces trois variables, une nouvelle séquence de pêche est créée. La séquence de pêche regroupe pour un même engin et un même secteur plusieurs opérations de pêche (une opération de pêche correspond par exemple à un trait de chalut) ; 3) A chaque séquence de pêche sont rattachées de 1 à n capture(s) décrivant par espèce commerciale les quantités pêchées. Ces données de cumul de captures et d'effort de pêche sont fournies par mois, espèce, engin (maillage/dimension) et secteur (rectangle statistique CIEM) pour les navires inférieurs et supérieurs à 12 m.</p></span>"""
236,Null,"Carte des habitats intertidaux du site Natura 2000 FR5300046 - Rade de Brest, Estuaire de l'Aulne (2009) [Partie 2/3 complémentaire : les schorres]","""<span><p>La carte des schorres complète la carte des habitats intertidaux du site Natura 2000 FR5300046 - Rade de Brest, estuaire de l'Aulne <a href=\""Partie\"">1/3</a> qui a été réalisée par le laboratoire des sciences de l'environnement marin (LEMAR) de l'institut universitaire européen de la mer (IUEM) par A. Larzillière sous la direction scientifique de C. Hily et à la demande de la DIREN Bretagne dans le cadre du réseau européen Natura 2000.</p></span>"""
237,LIENSs - UMR 7266,Traits de côte en Charente-Maritime 2000-2010,"""<span><p>Dans le cadre d'un suivi des évolutions morphologiques du littoral de Charente-Maritime, à la demande du CD17, une synthèse des évolutions des littoraux de l'île de Ré, de l'île d'Oléron et de la Presqu'île d'Arvert a été réalisée. Cette étude a été effectuée à court terme entre 2000 et 2016 et à long terme entre 1824 et 2016. Plusieurs traits de côtes ont été numérisés depuis 1824 jusqu'à 2016. </p><p>Traits de côte numérisés d'après les Ortho-Littorales v1 de 2000 puis la BD Ortho IGN de 2010.</p><p>Numérisation par photo-interprétation basée sur des indicateurs du trait de côte: le pied de dune, la limite de végétation (lorsque la dune est absente) ou le sommet d'ouvrages de protection (enrochements, digues).</p><p>Le trait de côte est discontinu puisque l'étude ne s’intéressait qu'à 37 réparties sur l'ensemble du littoral de Charente Maritime (île de Ré, île d'Oléron, Presqu’île d'Arvert et St Georges de Didonne dans l'estuaire de la Gironde)</p><p>Les traits de côte on été numérisés sous ArcMap en RGF93 CC46 (EPSG:3946).</p></span>"""
238,Ifremer,Abondance d’œufs de tacauds (Trisopterus sp.) observée lors de la campagne scientifique IBTS sur la période 2006 – 2010,"""<span><p>L'abondance d’œufs de tacauds (Trisopterus sp.) est exprimée en nombre d’œufs par m3. Les œufs ont été prélevés lors de la campagne IBTS (2006-2010) avec une pompe (CUFES) qui filtre les particules de plus de 500 microns. Données utilisées dans le cadre d'une étude visant à l'identification de zones de moindres contraintes pour l'exploitation de granulats (étude confiée par le Ministère chargé de l'écologie).</p></span>"""
239,REBENT,"Evaluation du taux de couverture et de la dynamique spatiale des Fucales en zone intertidale à partir d'imagerie SPOT : Trégor, secteur Paimpol - Bréhat, Image Spot du 16 juin 2004","""<span><p>L'image SPOT du 16 juin 2004, qui s'étend de Paimpol à Bréhat (Trégor) a été traitée par le CEVA dans le cadre du REseau de surveillance BENThique (REBENT) en 2004 en vue du suivi de la couverture en Fucales des côtes bretonnes. Cette image a été acquise à une résolution de 20 m.\nLes résultats de ces traitements sont : </p><ul style=\""list-style: square\""><li>une cartographie de la couverture végétale en fucales dans la zone intertidale basée sur un indice de couverture végétale (VCI).</li><li>des comparaisons multi-dates basées sur le calcul de différentiel de VCI afin de mettre en évidence des variations spatio-temporelles du couvert végétal en fucales : comparaison avec les Images Spot du 5 mai 1989 et du 7 août 1998.</li></ul></span>"""
240,"['IFREMER', 'CHARM consortium']","Species and habitats - Limanda limanda - Age 1+ - Recurrence, (CGFS 1988-2009)","""<span><p>Species habitat occupation has been expressed as rare, occasional, frequent, recurrent depending on density levels and variability over time.</p></span>"""
